"BIBTEXKEY","TITLE","final_decision","exclusion_reason","manual_decision"
"odero_towards_2017","Towards data-driven logistics value chains in {Namibia}","include","included_by_automation","unreviewed"
"khallaf_explaining_2017","Explaining the inconsistent results of the impact of information technology investments on firm performance: a longitudinal analysis","include","included_by_automation","unreviewed"
"koliba_critical_2017","The critical role of information sharing to the value proposition of a food systems network","include","included_by_automation","unreviewed"
"young_student_2017","Student independent projects environmental studies 2017: merging socio-cultural and economic requirements in west indian manatee’s habitat management: a holistic approach","include","included_by_automation","unreviewed"
"muriana_focus_2017","A focus on the state of the art of food waste/losses issue and suggestions for future researches","include","included_by_automation","unreviewed"
"al-farsi_information_2017","Information technology governance in the public sector","include","included_by_automation","unreviewed"
"kim_lay_2017","Lay health epistemics and motivated information behaviors of new food technology","include","included_by_automation","unreviewed"
"noauthor_ebscohost_nodate","{EBSCOhost} {\textbar} 129592461 {\textbar} tools for managing complex adaptive vocational rehabilitation systems","include","included_by_automation","unreviewed"
"pathak_ranking_2017","Ranking of storm water harvesting sites using heuristic and non-heuristic weighing approaches","include","included_by_automation","unreviewed"
"petty_streamflow_2017","Streamflow hydrology estimate using machine learning ({SHEM})","include","included_by_automation","unreviewed"
"goodwin_forewarned_2017","Forewarned: a sceptic's guide to prediction","include","included_by_automation","unreviewed"
"li_demand_2017","Demand forecasting and information platform in tourism","include","included_by_automation","unreviewed"
"winter_mitigation_2017","Mitigation and prediction of the confirmation bias in intelligence analysis","include","included_by_automation","unreviewed"
"lohne_barrier_2017","Barrier definitions and risk assessment tools for geothermal wells","include","included_by_automation","unreviewed"
"verma_perceived_2017","Perceived strategic value-based adoption of big data analytics in emerging economy: a qualitative approach for indian firms","include","included_by_automation","unreviewed"
"harding_environmental_2017","Environmental modelling of the chief information officer (14)","include","included_by_automation","unreviewed"
"vahdani_three_2017","A three level joint location-inventory problem with correlated demand, shortages and periodic review system: robust meta-heuristics","include","included_by_automation","unreviewed"
"madsen_implementation_2017","Implementation of the first adaptive management plan for a european migratory waterbird population: the case of the svalbard pink-footed goose anser brachyrhynchus","include","included_by_automation","unreviewed"
"vermeule_institutional_2007","Institutional design of a thayerian congress","include","included_by_automation","unreviewed"
"molthof_economic_nodate","Economic evaluation of ibrutinib as first-line treatment of unfit patients with chronic lymphocytic leukemia in the {Netherlands} and the potential role of precision medicine","include","included_by_automation","unreviewed"
"pettit_final_2017","The final frontier: {E}\&{P}'s low-cost operating model","include","included_by_automation","unreviewed"
"cuevas_mandatory_2017","Mandatory savings, information and welfare : theory and empirical evidence","include","included_by_automation","unreviewed"
"ghosh_optimal_nodate","Optimal size of majoritarian committees under persuasion","include","included_by_automation","unreviewed"
"muriana_project_2017","Project risk management: a deterministic quantitative technique for assessment and mitigation","include","included_by_automation","unreviewed"
"noauthor_economic_nodate-1","An economic evaluation of a biomarker test to stratify treatment for rheumatoid arthritis - {ProQuest}","include","included_by_automation","unreviewed"
"tong_broadening_2017","Broadening the perspective of economic evaluation in health care – a case study in dementia care in the uk","include","included_by_automation","unreviewed"
"medicine_redesigning_2017","Redesigning the process for establishing the dietary guidelines for americans","include","included_by_automation","unreviewed"
"gailmard_imperial_nodate","Imperial politics, english law, and the strategic foundations of judicial review in america","include","included_by_automation","unreviewed"
